54266,20,1,20,20,20,20,7,3,7,19
53052,20,0,16,20,7,11,20,7,1,0
53418,20,20,20,20,20,20,20,20,20,20
55360,20,8,11,20,15,9,6,4,3,4
55454,20,20,20,20,20,20,20,20,20,20
55072,20,0,4,8,5,1,4,1,0,4
55014,20,0,0,0,0,0,0,0,0,0
54820,0,0,0,0,0,0,0,0,0,0
53574,20,20,20,20,20,20,20,15,20,20
52796,20,0,9,20,16,8,1,3,2,5
54210,20,0,2,18,2,3,1,0,1,0
54862,20,2,0,4,0,0,0,0,0,10
55172,20,3,17,20,10,15,11,5,2,5
53336,20,20,20,20,20,20,20,20,20,20
53952,20,0,0,1,0,0,0,0,0,1
52664,20,1,20,20,13,2,1,2,18,20
53806,20,0,4,5,2,0,1,0,0,1
55262,20,0,2,0,0,0,1,1,0,2
53122,20,20,20,20,20,20,20,20,20,20
55270,20,8,11,20,20,11,8,4,3,4
52902,20,1,6,20,3,0,1,0,1,5
53472,20,20,20,20,20,20,20,20,20,20
52922,20,0,13,20,12,20,12,5,2,6
55192,20,0,12,14,8,10,11,3,0,19
53824,20,0,11,11,4,3,2,1,4,1
53954,20,0,1,13,0,0,1,1,0,3
53128,20,20,20,20,20,20,20,9,20,20
53090,20,15,20,20,20,20,19,8,20,20
53156,20,20,20,20,20,20,20,20,20,20
53322,20,20,20,20,20,20,20,20,20,20
54164,20,0,0,0,0,0,0,0,0,17
54230,20,4,20,20,5,18,7,5,1,7
54446,20,0,0,0,0,0,0,0,0,0
64564,20,6,20,20,20,20,8,11,12,4
55054,20,1,20,20,19,7,4,3,1,2
54632,20,20,20,20,20,20,20,20,20,20
54212,20,8,11,20,20,17,8,4,3,4
53194,20,18,20,20,20,20,18,20,20,20
53914,20,1,2,2,0,0,7,1,0,7
70454,20,2,17,20,6,12,20,7,2,20
53320,20,0,3,0,0,2,1,0,0,0
53106,20,0,20,20,0,0,0,5,7,14
53524,20,20,20,20,20,20,18,13,20,20
55408,20,20,20,20,20,20,20,11,20,20
53460,20,20,20,20,20,20,20,20,20,20
53306,20,20,20,20,20,20,20,20,20,20
54444,20,20,20,20,20,20,20,20,20,20
55370,20,9,20,20,4,12,20,3,18,18
55152,20,20,20,20,20,20,20,17,20,20
53956,20,2,5,20,0,1,5,0,0,6
55388,20,20,20,20,20,20,20,20,20,20
53988,20,20,20,20,20,20,20,20,20,20
53420,20,20,20,20,20,20,20,20,20,20
54920,20,8,11,20,20,14,8,4,3,4
55066,20,1,3,6,10,9,2,3,0,0
52764,2,1,0,5,1,0,3,0,1,0
52710,20,14,20,20,20,20,11,20,20,20
54970,20,20,20,20,20,20,1,0,20,20
59398,20,1,19,20,15,20,20,4,2,20
54188,20,2,13,20,0,0,20,2,0,3
55304,20,16,20,20,20,20,19,6,20,20
54930,20,0,20,20,0,0,2,2,2,5
54464,20,20,20,20,20,20,20,20,20,20
54834,20,1,20,20,0,0,0,1,12,19
54572,20,5,20,20,20,20,9,4,4,16
53648,20,0,0,4,4,4,2,0,0,0
71916,20,13,20,20,20,20,16,9,16,13
53694,20,20,20,20,20,20,20,20,20,20
54090,20,1,20,20,9,8,20,5,2,20
54416,20,3,20,20,16,20,20,6,3,13
55074,20,5,16,20,2,7,10,3,2,3
53428,2,0,2,6,0,5,2,0,0,0
54042,0,0,0,0,0,0,0,0,0,0
53118,16,1,4,11,12,6,0,1,2,0
52806,20,20,20,20,20,20,20,20,20,20
54532,20,3,20,20,9,20,20,6,3,4
54088,20,3,20,20,0,0,4,9,15,20
53794,20,20,20,20,20,20,20,20,20,20
53672,20,20,20,20,20,20,20,20,20,20
54356,20,20,20,20,20,20,20,20,20,20
54246,5,0,0,0,0,0,0,0,0,0
53014,20,0,20,20,17,20,8,6,8,10
54934,20,4,20,13,0,0,3,4,2,4
55346,20,11,20,20,20,20,20,11,20,20
54132,20,20,20,20,20,20,20,20,20,20
54614,20,2,20,20,20,20,20,8,11,13
55316,20,4,20,18,4,12,4,1,1,7
55332,20,8,20,20,20,20,20,11,20,20
52876,0,0,9,20,4,20,3,2,2,0
55020,20,2,4,20,12,6,8,1,3,1
54660,20,16,20,20,20,20,20,20,20,20
54780,20,1,20,20,18,20,20,7,12,20
55060,20,1,20,20,19,7,4,3,1,2
52626,20,16,20,20,20,20,14,20,20,20
55354,20,2,4,20,2,0,2,1,2,1
67400,20,0,7,20,5,9,1,1,3,3
63306,20,1,3,11,0,0,6,0,1,5
52722,20,16,20,20,20,20,20,8,20,20
54320,0,0,0,3,0,0,0,0,0,0
53562,20,20,20,20,20,20,20,18,20,20
54202,20,2,10,20,6,3,3,1,5,3
54272,20,20,20,20,20,20,20,20,20,20
54998,20,2,6,4,0,5,1,0,0,0
52862,20,20,20,20,19,20,2,0,20,20
53468,20,20,20,20,20,20,20,4,20,20
55456,0,0,20,20,20,20,20,0,0,20
52976,20,0,3,4,0,0,4,0,0,2
53884,20,20,20,20,20,20,20,20,20,20
52736,20,0,10,11,0,3,2,3,1,1
52996,20,1,20,20,20,20,16,18,20,15
53488,20,20,20,20,20,20,20,20,20,20
55148,20,9,20,20,20,20,20,8,20,20
53170,0,0,0,0,0,0,0,0,0,0
54136,20,20,20,20,20,20,20,20,20,20
53650,20,20,20,20,20,20,20,20,20,20
53158,20,20,20,20,20,20,20,20,20,20
53552,20,20,20,20,20,20,20,20,20,20
55436,20,0,0,1,0,0,0,0,0,2
71274,20,3,2,13,0,1,0,4,1,5
55300,20,20,20,20,20,20,20,20,20,20
53908,20,0,7,9,1,6,3,0,2,0
55290,20,20,20,20,20,20,20,7,20,20
53432,20,20,20,20,20,20,20,20,20,20
54118,20,20,20,20,20,20,20,20,20,20
53682,20,20,20,20,20,20,20,20,20,20
53924,20,20,20,20,20,20,3,0,20,20
52986,20,1,20,20,20,20,17,20,20,15
53088,18,2,2,20,0,0,2,0,4,1
52808,20,20,20,20,20,20,20,20,20,20
53860,20,20,20,20,20,20,20,20,20,20
54720,20,1,20,20,10,20,3,2,2,2
52854,20,1,20,20,14,20,4,3,6,3
53762,20,20,20,20,20,20,20,20,20,20
53176,20,20,20,20,20,20,20,20,20,20
52942,20,20,20,20,20,20,20,20,20,20
54074,20,15,20,20,20,20,5,8,20,20
54798,20,20,20,20,20,20,13,16,20,20
53196,20,20,20,20,20,20,20,20,20,20
55344,20,20,20,20,20,20,20,20,20,20
53700,20,9,14,20,0,0,11,2,4,20
53710,20,20,20,20,20,20,20,20,20,20
55312,20,20,20,20,20,20,20,20,20,20
55132,20,20,20,20,20,20,20,20,20,20
54204,20,0,0,0,0,0,0,0,0,0
55322,20,20,20,20,20,20,20,20,20,20
53186,20,20,20,20,20,20,20,16,20,20
55234,20,20,20,20,20,20,20,17,20,20
55138,20,0,1,19,0,1,2,0,0,4
54368,20,0,1,3,0,0,0,0,1,7
52970,20,20,20,20,20,20,20,20,20,20
55450,20,0,6,18,5,6,2,0,5,7
53364,20,20,20,20,20,20,20,20,20,20
53110,20,0,7,9,1,1,2,2,2,2
60914,20,0,14,20,8,1,4,0,0,4
53556,20,20,20,20,20,20,20,20,20,20
52800,20,20,20,20,20,20,20,20,20,20
62586,20,1,4,20,4,1,3,1,4,13
53030,20,0,20,20,0,1,11,2,0,4
53590,20,20,20,20,20,20,20,20,20,20
55340,20,2,18,20,0,0,13,1,0,20
52822,20,14,20,20,20,20,1,19,20,20
55210,20,20,20,20,20,20,20,14,20,20
54858,0,0,0,3,0,0,0,0,0,0
53766,20,20,20,20,20,20,20,15,20,20
53790,20,20,20,20,20,20,20,20,20,20
54328,20,4,14,20,18,9,10,3,12,11
54370,20,20,20,20,20,20,20,17,20,20
54524,20,4,16,20,0,0,7,3,2,4
54608,20,0,1,20,1,3,2,0,1,0
54146,20,20,20,20,20,20,20,20,20,20
53104,20,20,20,20,20,20,20,20,20,20
54544,20,20,20,20,20,20,20,20,20,20
53666,20,20,20,20,20,20,20,20,20,20
54490,20,20,20,20,20,20,18,13,20,20
55208,20,20,20,20,20,20,20,20,20,20
53096,20,0,20,20,20,20,12,20,20,15
54852,20,0,4,13,10,20,3,5,2,5
54638,20,0,13,20,9,20,3,4,2,14
53522,20,20,20,20,20,20,20,20,20,20
55078,20,6,20,20,20,20,20,20,20,20
54404,20,2,9,20,10,11,20,1,2,4
61228,20,14,20,20,20,20,20,9,20,20
53640,14,0,0,0,0,0,0,0,0,0
52760,20,2,8,12,0,0,14,0,1,12
52994,20,0,20,20,3,9,3,0,12,17
53480,20,20,20,20,20,20,20,20,20,20
53262,20,20,20,20,20,20,20,20,20,20
53550,20,20,20,20,20,20,20,20,20,20
52826,20,0,20,20,6,8,6,4,8,11
54336,13,1,8,16,0,0,1,1,0,0
54800,20,20,20,20,20,20,20,20,20,20
54276,20,20,20,20,20,20,20,16,20,20
53802,20,0,0,0,0,0,0,0,0,2
55288,20,0,1,2,0,0,5,0,0,5
53034,20,0,11,20,7,6,14,0,1,6
54330,20,0,20,20,15,8,6,6,0,2
53792,20,20,20,20,20,20,20,20,20,20
53080,20,20,20,20,20,20,20,7,20,20
55190,1,0,0,0,0,0,0,0,0,0
53514,20,20,20,20,20,20,20,20,20,20
52774,20,20,20,20,20,20,20,12,20,20
53026,20,20,20,20,20,20,20,20,20,20
53736,20,1,20,20,7,12,5,2,14,6
52740,20,15,20,20,20,20,20,9,20,20
53994,20,20,20,20,20,20,20,20,20,20
54334,19,0,5,15,5,9,1,4,1,1
53056,20,20,20,20,20,20,20,20,20,20
54468,20,4,19,20,17,20,4,5,3,2
54950,20,0,15,20,2,0,17,3,1,12
52698,20,4,17,20,5,20,14,7,3,7
53780,20,5,9,19,4,4,3,1,0,0
53376,20,1,20,20,20,20,20,1,20,20
54518,20,20,20,20,20,20,20,9,20,20
54974,20,6,20,20,20,20,20,11,20,20
54806,20,8,11,20,15,9,6,4,3,4
53598,20,20,20,20,20,20,1,0,20,20
57786,0,0,0,0,0,0,0,0,0,0
53350,20,20,20,20,20,20,20,20,20,20
53900,20,0,3,15,0,0,2,0,0,1
71948,20,3,20,20,14,4,3,4,19,20
53456,20,2,20,20,0,1,6,3,15,20
54460,20,20,20,20,20,20,20,11,20,20
54838,20,1,14,15,8,14,5,4,0,3
55330,20,0,11,20,20,16,6,6,5,2
53634,20,5,20,20,20,20,20,8,20,20
53138,20,20,20,20,20,20,20,20,20,20
55178,20,20,20,20,20,20,20,20,20,20
53372,20,20,20,20,20,20,20,20,20,20
54814,20,20,20,20,20,20,20,20,20,20
54706,20,20,20,20,20,20,20,4,20,20
54000,0,0,0,0,0,0,0,0,0,0
53970,20,20,20,20,20,20,20,20,20,20
54658,20,20,20,20,20,20,20,20,20,20
53828,20,2,13,18,4,8,2,0,1,2
54642,20,20,20,20,20,20,20,20,20,20
53538,20,20,20,20,20,20,20,20,20,20
55004,20,7,20,20,20,20,20,20,20,20
55096,20,1,3,5,2,6,1,2,2,0
53526,1,0,0,1,0,0,0,0,1,0
54220,20,0,9,20,16,8,1,3,1,5
53242,20,0,13,15,13,7,8,4,3,3
53904,0,0,0,0,0,0,0,0,0,0
54622,2,0,0,0,0,0,0,0,0,0
54554,20,0,0,0,0,0,0,0,0,0
54372,20,20,20,20,20,20,4,20,20,20
54924,20,18,20,20,20,20,19,20,20,20
53042,20,19,20,20,20,20,20,20,20,20
54946,20,1,20,20,0,0,0,1,12,16
52738,20,0,10,11,0,3,2,3,1,1
53810,20,20,20,20,20,20,20,20,20,20
54256,20,20,20,20,20,20,20,20,20,20
63666,20,0,0,1,0,0,0,0,0,0
54346,20,0,2,1,0,0,1,0,0,2
55052,20,0,3,14,4,0,3,0,0,0
54024,20,20,20,20,20,20,20,20,20,20
53996,20,20,20,20,20,20,20,20,20,20
54506,20,20,20,20,20,20,20,20,20,20
53342,20,11,20,20,20,20,20,20,20,20
55182,20,0,7,20,0,0,2,1,11,5
54112,20,20,20,20,20,20,20,20,20,20
55278,20,5,20,20,20,20,8,4,4,16
54156,20,20,20,20,20,20,20,13,20,20
53458,20,20,20,20,20,20,20,20,20,20
54564,20,1,20,20,18,20,20,6,4,4
53872,20,5,20,20,20,20,8,4,4,16
53664,20,1,6,20,3,5,6,0,5,1
53142,20,20,20,20,20,20,20,20,20,20
53258,20,20,20,20,20,20,20,20,20,20
62480,20,0,12,20,7,6,20,0,1,7
53532,20,20,20,20,20,20,19,13,20,20
53888,20,3,20,20,4,0,20,6,7,13
55224,20,0,0,0,0,0,0,0,0,18
54926,20,0,6,3,0,1,2,1,0,2
53856,20,2,10,20,7,3,3,1,5,4
53268,20,20,20,20,20,20,20,20,20,20
54150,20,20,20,20,20,20,20,20,20,20
53296,20,0,3,0,0,2,1,0,0,0
53444,20,20,20,20,20,20,20,20,20,20
55082,20,1,20,20,10,20,3,2,2,2
55170,20,0,0,0,0,0,0,0,0,0
53540,20,20,20,20,20,20,20,7,20,20
52694,20,20,20,20,20,20,20,20,20,20
53930,20,1,20,20,10,20,3,2,2,2
53390,20,20,20,20,20,20,20,20,20,20
53788,20,2,10,20,6,3,3,1,5,4
54124,20,20,20,20,20,20,20,20,20,20
55118,20,0,11,20,20,16,6,6,5,2
53094,20,1,6,20,0,0,4,0,3,1
53878,20,17,20,20,20,20,20,4,20,20
53496,20,20,20,20,20,20,20,20,20,20
73670,20,20,20,20,20,20,20,20,20,20
54248,20,0,3,17,2,1,6,0,0,5
54694,20,0,0,0,0,0,0,0,0,0
55428,20,8,11,20,17,11,8,4,3,4
55196,20,0,0,0,0,0,0,0,0,0
75300,20,1,20,20,0,0,0,2,9,20
54644,20,20,20,20,20,20,20,20,20,20
54874,20,0,0,0,0,0,0,0,0,0
52918,20,3,14,20,2,4,1,0,2,3
53160,20,20,20,20,20,20,20,20,20,20
54984,20,3,20,20,8,16,5,2,3,19
55396,20,0,1,3,1,2,0,0,0,1
54496,20,0,2,18,2,3,1,0,1,0
55002,20,20,20,20,20,20,20,16,20,20
53264,20,20,20,20,20,20,20,20,20,20
53742,20,20,20,20,20,20,20,19,20,20
53642,4,0,0,0,0,0,0,0,0,0
54068,20,0,13,20,1,0,9,2,2,5
54086,20,8,20,20,9,6,20,1,16,20
54766,20,20,20,20,20,20,20,20,20,20
54936,20,20,20,20,20,20,20,20,20,20
53414,20,20,20,20,20,20,16,13,20,20
53942,20,20,20,20,20,20,20,20,20,20
58022,20,3,20,20,2,1,2,5,3,7
54452,20,1,6,20,4,1,3,1,4,15
53832,20,20,20,20,20,20,20,20,20,20
53724,20,1,0,7,0,0,9,0,1,1
53998,20,0,0,10,0,0,1,0,2,6
53426,20,20,20,20,20,20,20,20,20,20
55144,20,0,3,10,0,1,7,0,0,1
54258,20,2,20,20,13,20,14,1,5,2
52742,20,1,20,20,16,20,20,11,5,9
74558,20,13,20,20,20,20,18,10,20,20
52744,20,20,20,20,20,20,20,20,20,20
53604,20,5,19,17,6,14,5,0,0,2
54476,20,6,20,20,5,1,20,8,1,6
54428,20,2,12,20,19,20,8,4,6,5
53558,20,20,20,20,20,20,20,20,20,20
53442,20,20,20,20,20,20,20,20,20,20
54754,0,0,0,0,0,0,0,0,0,0
52930,20,20,20,20,20,20,20,20,20,20
53168,20,20,20,20,20,20,20,20,20,20
54166,0,0,0,0,0,0,0,0,0,0
54502,20,20,20,20,20,20,20,20,20,20
55306,20,2,20,20,11,15,7,5,8,3
54040,0,0,0,0,0,0,0,0,0,0
54262,20,20,20,20,20,20,20,8,20,20
54736,20,20,20,20,20,20,20,20,20,20
52858,20,20,20,20,20,20,13,7,20,20
52992,20,0,20,20,13,20,4,2,3,6
54140,20,20,20,20,20,20,20,20,20,20
53100,20,0,3,3,0,0,0,0,0,2
53814,20,20,20,20,20,20,20,20,20,20
70208,20,20,20,20,20,20,20,20,20,20
52700,20,0,9,20,16,8,1,3,1,5
52814,20,0,0,1,0,0,2,0,0,0
71712,20,1,1,5,0,0,2,0,1,0
53490,20,20,20,20,20,20,20,20,20,20
53028,20,0,20,20,0,0,6,2,0,4
54080,20,0,7,3,1,0,8,2,0,2
54560,20,1,0,1,0,0,1,0,0,2
53836,20,20,20,20,20,20,20,20,20,20
53992,4,0,0,1,0,0,0,1,1,0
55000,20,20,20,20,20,20,15,16,20,20
52792,20,20,20,20,20,20,20,20,20,20
54076,20,0,13,20,1,0,9,2,2,5
52910,20,2,2,11,2,3,2,1,0,2
54394,20,20,20,20,20,20,20,20,20,20
52900,20,1,20,20,20,20,9,9,20,20
69660,20,2,12,20,19,20,8,4,6,6
55404,20,0,20,20,15,14,7,1,5,3
54294,20,20,20,20,20,20,20,20,20,20
52802,20,20,20,20,20,20,20,19,20,20
54512,20,20,20,20,20,20,20,20,20,20
53864,20,20,20,20,20,20,20,20,20,20
54364,20,20,20,20,20,20,20,20,20,20
55258,20,0,20,20,13,12,4,1,5,17
53502,20,20,20,20,20,20,20,20,20,20
72742,20,20,20,20,20,20,16,20,20,20
52952,20,20,20,20,20,20,20,20,20,20
54052,20,0,0,0,0,0,0,0,0,17
52696,20,0,9,20,0,0,0,2,1,5
54870,20,0,0,0,0,0,0,0,0,18
53874,20,20,20,20,20,20,20,20,20,20
53830,20,20,20,20,20,20,20,20,20,20
54562,20,20,20,20,20,20,20,20,20,20
52848,20,4,16,20,11,20,15,3,2,3
53934,20,2,4,15,0,0,5,0,0,6
52964,20,20,20,20,20,20,20,20,20,20
53368,20,20,20,20,20,20,20,20,20,20
54854,20,1,20,20,20,7,4,3,1,2
54684,20,0,0,0,0,0,0,0,0,0
53040,20,1,3,20,1,6,5,1,1,1
54436,20,20,20,20,20,20,20,17,20,20
53808,20,0,0,0,0,0,0,0,0,2
52878,18,1,4,10,2,3,1,1,0,1
54526,20,20,20,20,20,20,20,20,20,20
53098,20,0,12,11,0,0,0,2,2,6
54010,20,0,3,2,0,0,1,0,0,0
65406,20,0,2,5,0,0,2,0,0,0
54388,20,1,3,20,0,1,3,1,1,1
54850,20,0,5,13,1,0,6,0,1,6
54244,20,20,20,20,20,20,20,20,20,20
52914,20,8,20,20,20,20,20,8,4,9
55130,20,13,20,20,20,20,13,9,16,13
54918,20,1,20,20,19,7,4,3,1,2
53646,20,0,9,20,2,2,2,1,0,4
52890,20,0,0,1,0,0,0,0,0,8
54878,20,0,0,0,0,0,0,0,0,0
53702,20,14,20,20,20,20,14,10,20,20
53504,20,20,20,20,20,20,20,16,20,20
54884,20,0,2,2,0,0,0,0,0,1
53454,20,0,9,20,11,4,1,3,2,5
62196,20,2,20,20,18,20,20,9,11,17
52752,20,20,20,20,20,20,20,20,20,20
53748,20,0,2,5,0,0,1,1,0,7
54928,20,0,20,20,20,17,5,4,5,3
52972,20,7,8,20,1,1,3,4,2,4
52832,20,0,0,9,0,0,0,1,1,0
54296,20,8,20,20,20,20,18,13,10,20
53848,20,2,13,18,4,8,2,0,1,2
54598,20,1,20,20,0,0,0,2,10,19
55188,20,3,20,20,20,20,20,20,20,20
54038,20,2,12,19,0,0,4,1,1,12
52898,20,0,20,18,6,10,3,2,0,2
52940,20,20,20,20,20,20,20,20,20,20
53972,20,20,20,20,20,20,20,20,20,20
52888,20,20,20,20,20,20,18,17,20,20
52956,20,20,20,20,20,20,20,20,20,20
54810,20,20,20,20,20,20,20,20,20,20
53978,1,0,0,0,0,0,0,0,0,0
53796,20,8,20,20,20,20,20,9,20,20
54300,20,20,20,20,20,20,20,18,20,20
53984,20,20,20,20,20,20,20,20,20,20
53732,20,20,20,20,20,20,20,18,20,20
53272,20,20,20,20,20,20,20,20,20,20
55310,20,1,20,20,19,18,6,5,8,4
53986,0,0,0,0,0,0,0,0,0,0
53920,20,5,20,20,20,20,20,8,20,20
54960,20,0,20,20,19,20,6,9,3,6
55228,20,0,1,2,2,2,10,0,0,4
54354,20,0,18,13,0,1,0,2,2,0
54580,20,20,20,20,20,20,20,20,20,20
52790,20,0,0,2,0,0,0,0,0,0
53662,20,2,10,20,6,2,3,1,5,3
52706,20,20,20,20,20,20,20,20,20,20
54882,20,0,0,0,0,0,0,0,1,0
54250,20,0,0,0,0,0,0,0,0,17
54014,20,20,20,20,20,20,20,20,20,20
53520,20,20,20,20,20,20,20,20,20,20
53602,20,0,16,20,11,11,0,1,3,16
54566,20,0,3,2,2,0,1,3,0,0
53374,20,10,20,20,0,0,18,4,20,20
55106,20,0,2,0,0,0,0,0,1,2
52846,20,0,20,20,13,5,1,4,2,1
53380,20,20,20,20,20,20,20,20,20,20
53334,20,20,20,20,20,20,20,20,20,20
54942,20,20,20,20,20,20,20,17,20,20
55018,20,0,0,0,0,0,0,0,0,18
54020,20,20,20,20,20,20,20,20,20,20
54228,20,0,20,20,0,0,0,3,4,3
73126,20,0,20,20,20,17,5,4,5,3
58026,20,0,7,20,4,1,3,1,0,2
52954,20,20,20,20,20,20,20,20,20,20
62520,20,0,20,20,9,20,5,2,4,6
72220,20,0,0,0,0,0,0,0,0,0
55448,20,20,20,20,20,20,20,20,20,20
53386,20,20,20,20,20,20,20,20,20,20
53212,20,20,20,20,20,20,20,20,20,20
52998,20,1,20,20,20,20,16,18,20,15
53354,20,20,20,20,20,20,20,18,20,20
52730,20,1,20,20,12,20,14,10,6,4
53716,20,20,20,20,20,20,20,20,20,20
55056,20,2,20,20,20,9,20,9,20,20
55220,20,0,0,0,0,0,0,0,0,0
53958,20,0,3,20,6,5,2,0,2,0
53206,20,20,20,20,20,20,20,20,20,20
75138,20,20,20,20,20,20,20,20,20,20
54732,20,20,20,20,20,20,20,20,20,20
53586,20,1,20,20,4,20,8,5,9,20
54636,20,20,20,20,19,20,2,14,20,20
54486,20,20,20,20,20,20,20,17,20,20
53024,20,20,20,20,20,20,20,20,20,20
55374,20,20,20,20,20,20,20,20,20,20
53966,20,0,8,20,13,20,8,1,4,4
53310,19,0,0,0,0,0,0,0,0,0
53708,5,1,4,5,2,1,4,1,0,2
55268,20,8,11,20,20,11,8,4,3,4
54174,20,0,0,1,0,0,0,0,0,0
54548,20,20,20,20,20,20,20,20,20,20
53858,20,20,20,20,20,20,20,20,20,20
57440,20,20,20,20,20,20,20,20,20,20
55160,20,0,11,15,8,10,10,3,0,19
53208,20,20,20,20,20,20,20,17,20,20
53784,20,20,20,20,20,20,20,8,20,20
53062,20,10,20,20,20,20,20,10,9,8
53006,20,1,20,20,20,20,13,20,20,14
54422,20,20,20,20,20,20,18,19,20,20
54410,20,20,20,20,20,20,20,19,20,20
56914,20,1,20,20,0,0,20,2,9,19
53546,20,20,20,20,20,20,10,20,20,20
54054,20,0,9,8,0,0,0,0,0,1
52622,20,20,20,20,20,20,20,20,20,20
53394,20,20,20,20,20,20,20,20,20,20
53180,20,20,20,20,20,20,20,20,20,20
54756,20,3,3,20,7,4,7,0,7,1
52684,20,20,20,20,20,20,20,20,20,20
54986,20,0,0,3,0,0,9,0,0,0
55432,20,20,20,20,20,20,20,20,20,20
62078,20,0,4,4,3,1,0,0,1,2
54066,6,0,9,7,13,1,2,2,0,0
54448,20,20,20,20,20,20,20,20,20,20
54426,20,20,20,20,20,20,20,20,20,20
53730,20,0,7,9,6,2,2,0,1,2
54104,20,20,20,20,20,20,20,20,20,20
54060,20,0,9,20,15,8,1,3,1,5
52702,20,0,9,20,0,0,0,2,1,5
54298,20,3,20,20,20,20,4,6,6,5
55202,20,20,20,20,20,20,20,20,20,20
53408,20,20,20,20,20,20,20,20,20,20
52770,20,20,20,20,20,20,20,19,20,20
55256,20,5,20,20,1,3,1,3,7,6
53626,20,20,20,20,20,20,20,20,20,20
54106,20,20,20,20,20,20,20,20,20,20
53620,20,13,20,20,20,20,14,9,16,13
53738,20,20,20,20,20,20,20,20,20,20
53294,20,20,20,20,20,20,20,20,20,20
54366,20,0,19,20,5,11,3,1,5,0
55248,20,20,20,20,20,20,20,12,20,20
54062,20,20,20,20,6,3,5,4,8,9
54826,20,2,7,7,0,0,0,1,0,0
52652,20,1,6,20,3,0,1,0,1,5
54084,0,0,0,0,0,0,0,0,0,0
53232,20,20,20,20,20,20,20,20,20,20
54770,20,20,20,20,20,20,20,20,20,20
54450,20,4,16,20,18,9,11,3,12,11
54504,20,20,20,20,20,20,20,20,20,20
54110,20,20,20,20,20,20,20,20,20,20
53818,20,0,11,11,4,3,2,1,4,1
52844,20,2,20,20,20,20,20,6,9,16
55134,20,8,20,20,20,20,20,11,20,20
52634,20,0,20,20,20,20,6,8,11,15
55158,20,20,20,20,20,20,20,18,20,20
54236,20,4,20,20,16,20,7,5,1,7
55442,20,0,8,2,0,3,2,0,0,0
57666,20,0,2,0,0,0,0,0,0,0
54650,20,2,20,20,1,7,1,3,4,3
54640,20,20,20,20,20,20,20,20,20,20
54176,20,0,6,11,0,0,3,0,1,1
53148,20,20,20,20,20,20,20,20,20,20
53728,20,4,20,20,20,20,20,13,4,16
55092,20,2,0,2,0,0,3,0,0,1
52816,20,0,11,20,20,16,6,6,5,2
55006,20,2,4,19,1,1,4,0,0,2
54082,20,20,20,20,20,20,20,20,20,20
53410,20,20,20,20,20,20,20,20,20,20
54962,20,20,20,20,20,20,20,20,20,20
55122,20,18,20,20,20,20,19,20,20,20
53886,20,20,20,20,20,20,20,20,20,20
52836,20,2,4,18,0,0,1,0,0,0
54122,20,20,20,20,20,20,20,20,20,20
55392,20,17,20,20,20,20,20,15,14,20
53012,20,20,20,20,20,20,20,16,20,20
53074,20,20,20,20,20,20,20,20,20,20
53348,20,0,20,20,20,20,8,7,5,8
53530,20,20,20,20,20,20,20,20,20,20
53980,0,0,0,0,0,0,0,0,0,0
53330,20,20,20,20,20,20,20,20,20,20
55424,20,20,20,20,20,20,20,20,20,20
