hid,lat,lng,place,tier,airport,landmarks,bar,hospital,food,atm,market_place,bus_station,movie_theatre,train_station,spa_gym,offices,
10976,26.90075684,75.81558228,Jaipur,2,Yes,0.919795335,1.259405358,1.118714211,1.425761792,0.910940064,1.193906056,0.600338122,1.80338461,3.076311567,1.525376955,2.244780087,
10977,11.26577759,75.76718903,Kozhikode,3,Yes,1.487349473,1.717133173,1.369781774,1.170263292,1.179966389,1.138857485,0.997880165,1.899134329,2.142026006,1.249250007,1.396297483,
10978,27.16729355,78.00889587,Agra,2,Yes,1.178882676,1.102153863,1.061888517,0.980202551,0.359692001,0.707719995,0.979554129,2.254603796,1.633622137,2.391744152,1.0719062,
10980,17.71726036,83.301651,Visakhapatnam,2,Yes,1.576867936,0.594038783,0.746348754,0.941473659,0.427552687,0.415179706,0.951256624,0.487785593,1.325734457,1.249199542,1.138067881,
10981,26.92942619,75.7902832,Jaipur,2,Yes,3.327238545,1.422606229,0.948496987,1.147738964,0.24044601,0.604231656,0.744774776,1.214833439,1.413902477,2.086660891,1.252513296,
10982,17.72538376,83.30162048,Visakhapatnam,2,Yes,1.979037554,0.677771168,0.931684263,0.538211708,0.545123563,0.494681764,0.9779635,0.724973701,1.25317715,0.863896286,0.825218164,
10983,27.18535423,77.99354553,Agra,2,Yes,2.070127965,1.497494353,1.108493091,1.992593883,0.860011511,1.214398009,0.929417669,1.557828489,1.381404414,1.594361965,0.833331588,
10984,26.91043472,75.81236267,Jaipur,2,Yes,1.285106936,1.061361318,1.187000618,0.562314243,0.958810046,1.087047195,1.138493024,0.952676142,2.779730823,1.733146346,1.312823358,
10986,27.15878868,78.01000977,Agra,2,Yes,1.976394456,0.824121277,1.617406252,0.475153173,0.109446824,0.081726755,1.261865149,2.2434273,1.877123968,2.39261413,1.21800656,
10987,26.90996552,75.78572083,Jaipur,2,Yes,2.528337292,0.819053107,1.086512046,1.277840574,0.864118507,0.227195492,1.703063687,1.506347161,1.21106535,1.030781923,0.655964327,
10988,11.01203632,76.96601105,Coimbatore,2,Yes,1.305432025,1.2254049,0.943299701,0.799619115,0.675446095,0.599697302,0.878726498,0.583896098,1.525572353,1.036855939,0.846342087,
10989,27.16282082,78.02265167,Agra,2,Yes,1.797030407,1.400302754,1.940462984,0.988497275,1.065164549,1.142738895,1.523358497,1.995375881,2.550402478,1.560745454,1.544610046,
10992,27.16441536,78.00645447,Agra,2,Yes,1.55512589,0.770748373,1.470360405,0.719893404,0.524838114,0.658397296,0.920655143,1.892280568,1.453831879,2.498094314,1.189207816,
10993,8.383243561,76.97994232,Kovalam,3,No,8.70947626,1.992025283,0.700477548,0.289567615,0.875273039,0.863789327,1.193902214,2.685493609,10.26069414,0.853898585,7.697927477,
10994,27.15773201,78.05586243,Agra,2,Yes,4.10244404,0.923946113,1.632120075,1.25159762,0.763888494,0.483847783,2.72617536,0.690581275,5.213166092,0.863125426,3.646139578,
10995,26.91473007,75.79940033,Jaipur,2,Yes,2.112431799,0.444238312,0.823832823,0.449618498,0.720650419,0.846052022,1.19854284,0.932458081,1.599893442,0.912552852,0.656219487,
10996,18.93635559,72.84078217,Mumbai,1,Yes,1.657187482,0.545285926,1.343128397,1.312893117,0.782283494,0.481450388,1.365870059,1.087899988,0.772386535,1.281241251,1.329209799,
10997,13.27714252,75.3453064,Sringeri,3,No,1.474380197,0,5.034957006,4.805375641,0.209880871,0.113612694,0.604168766,0,0,0,8.54506409,
11000,14.22622871,74.8069458,Jog Falls,3,No,7.030092591,0,2.534942808,2.873759772,0,0,1.985484559,0,0,0,2.820344056,
11001,26.85669327,80.93505096,Lucknow,2,Yes,1.750849969,0.916826685,0.913017276,0.995314132,0.864594027,0.912801668,1.301552156,0.96701228,2.758702861,1.538198846,0.773341518,
11002,30.66261864,76.84130859,Zirakpur,3,No,5.507582956,1.997388819,1.922637592,1.984684406,0.91094324,0.636602054,1.876023019,2.031408351,6.374294808,1.445815639,5.723313067,
11003,26.85304642,80.9453125,Lucknow,2,Yes,1.72684779,0.307976108,0.807965635,0.420191446,0.261526953,0.331926211,1.103349231,0.515413488,2.975413784,0.743790312,0.758489746,
11004,14.83810616,74.13248444,Karwar,3,No,3.007217656,5.477789964,2.023643837,1.14229084,1.800323445,1.616027266,1.821289001,2.975595272,5.124807789,2.944936355,10.54044377,
11005,14.79671097,74.15335083,Karwar,3,No,2.687643301,4.765232497,2.864871656,2.771107879,0,0,2.91192172,2.936483349,6.480047507,2.999596297,5.847373067,
11006,32.24804688,77.18413544,Manali,3,No,0.508754634,2.211622561,0.73948975,0.470078661,0.583815521,0.632139768,1.297225499,0,0,0.831252923,0.29574432,
11008,19.81344986,85.8314743,Puri,3,No,0.901234341,0,0.257711824,0.813102729,0.428711982,0.559367112,0.828351523,1.547972226,5.100168953,3.275992075,1.797818291,
11009,26.85736847,80.9606781,Lucknow,2,Yes,2.531273288,1.509407259,1.905952434,1.361587438,1.435762723,1.299203131,0.961714761,1.501350184,3.868517801,0.844030481,1.34806242,
11010,18.9240551,72.83293915,Mumbai,1,Yes,1.437773339,0.305441675,1.414465357,0.085910506,0.551104848,0.57595348,0.411169163,1.027066623,1.975618143,0.269927505,0.953139909,
11011,26.85730553,80.94309998,Lucknow,2,Yes,1.873477522,0.647930211,1.048033448,0.577916396,0.698457781,0.581595929,1.421740679,0.789551619,3.047138546,1.013526372,1.042866513,
11012,19.11369705,72.87139893,Mumbai,1,Yes,6.119119531,1.116381307,2.21024036,2.447788709,0.170963122,0.351681454,0.873312141,2.18168798,4.074906862,1.586584367,0.947839945,
11014,18.96211433,72.82059479,Mumbai,1,Yes,1.33399403,1.887940763,1.04302258,2.932922629,0.916998102,0.84959039,0.751232945,0.494232483,1.468009155,1.413929616,1.462434787,
11015,18.99748611,73.11035919,Panvel,3,No,5.543098094,0.947660898,0.636457777,0.91008835,0.23744258,0.542596588,0.657398012,3.53394656,5.051045885,0.800325506,1.247261634,
11018,18.92244148,72.83171082,Mumbai,1,Yes,1.476343719,0.245120653,1.379166284,0.115885091,0.574948114,0.504109017,0.385921399,1.088705101,2.175742641,0.225170834,0.941102421,
11021,25.45298958,78.5586319,Jhansi,2,No,1.051477378,0,1.125011373,0.808584847,0.757606525,0.720486383,0.682432974,1.117920638,3.049928017,2.182106797,1.332903262,
11022,19.11178017,72.87132263,Mumbai,1,Yes,6.051021948,0.991636168,2.253102649,2.395689972,0.226694071,0.439018692,0.905780343,2.152074642,3.93729114,1.727802549,0.985105786,
11024,8.390501976,76.97682953,Kovalam,3,No,7.872735213,1.713369296,0.67948321,0.388267286,0.099591519,0.60740925,0.840203097,3.187495521,8.633697665,0.494599038,7.342801067,
11025,19.16356087,72.84775543,Mumbai,1,Yes,4.655521759,1.913740616,1.426655155,1.923799785,0.319436998,0.470967399,1.034530794,1.494527071,3.762978864,1.857069497,2.505643871,
11027,28.99613762,77.71000671,Meerut,2,No,0.675503505,4.710596259,0.934318077,0.92521789,0.496033241,0.568244993,1.065252202,1.191559193,4.694443337,0.960941274,1.21045204,
11028,30.73409081,76.77848816,Chandigarh,2,No,1.601512433,0.770221147,1.129618758,1.075035755,0.544945855,0.370020517,1.041817759,1.49298394,4.114894754,1.435276646,0.758422135,
11029,8.487499237,76.94862366,Kovalam,3,No,0.683934183,0.315409608,1.235822044,0.886952001,0.400032388,0.510579853,0.948339288,0.07828393,2.190870144,0.99000376,0.71161349,
11030,20.25015831,85.84121704,Bhubaneshwar,2,Yes,1.117717954,2.713805844,2.084023038,1.239566153,0.508010745,0.543448364,1.095587352,2.550552955,5.658730087,1.651578784,2.479661588,
11032,20.3152523,85.81678772,Bhubaneshwar,2,Yes,3.815170876,1.485544785,1.282902075,1.90852813,0.890805516,0.923730844,0.984218393,3.441114803,6.043308247,1.2124012,2.183948011,
11033,28.54975128,77.12769318,Gurgaon,3,No,7.784445179,0.996272891,3.150020736,2.264906639,0.451186191,0.260685892,1.503914514,3.332970393,5.114951277,1.835466589,5.658659637,
11034,20.29081345,85.84604645,Bhubaneshwar,2,Yes,2.269052522,0.916557269,0.932549766,1.242088777,0.339227577,0.407714124,1.22698001,1.243819622,5.658116318,0.84298498,0.64306986,
11035,20.27723885,85.84416199,Bhubaneshwar,2,Yes,2.299871687,1.033138982,0.894422366,0.35871871,0.49073611,0.24788344,0.551919953,0.863870772,5.415831867,1.124502216,1.657343646,
11036,20.26890373,85.84214783,Bhubaneshwar,2,Yes,2.392075185,0.941125725,0.997839827,0.352095102,0.190828821,0.608483134,0.317349007,1.297664154,5.264560978,1.639831381,1.693909638,
11037,20.2645607,85.84381104,Bhubaneshwar,2,Yes,2.304727097,1.194679879,1.425001548,0.554554558,0.629581366,0.636757903,0.58967381,1.650160053,5.318178866,1.495139647,1.755704928,
11040,20.26531792,85.83711243,Bhubaneshwar,2,Yes,2.347858207,1.354480061,1.171199499,0.479658993,0.383566346,0.220084973,0.580645006,1.700786603,5.226989373,1.547542936,1.60656547,
11041,12.31276608,76.64270782,Mysore,2,Yes,1.649877479,1.104154531,0.975846693,0.890296938,0.945703359,0.634123653,1.44916847,1.105220046,2.027387415,1.996566179,0.850164866,
11042,23.72812462,81.0263443,Bandhavgarh,3,No,0,0,0,0.818050324,0,0,0,0,0,0,0,
11043,20.30179024,85.8192215,Bhubaneshwar,2,Yes,2.574351302,0.571763958,1.082052671,1.132812125,0.761940675,0.462434245,1.045010496,2.23368486,5.963273466,0.760263639,1.820313362,
11045,30.72297668,76.76200104,Chandigarh,2,No,1.915247492,0.370729277,0.626609853,0.58037485,0.496255531,0.472558853,0.97125988,1.503131437,4.177536425,0.781212013,1.471990914,
11046,20.26329994,85.84287262,Bhubaneshwar,2,Yes,2.229253634,1.314062673,1.476383865,0.616549965,0.648174317,0.560289135,0.781420922,1.726036431,5.330187809,1.582452913,1.758689123,
11054,28.64641762,77.19036102,Delhi,1,Yes,3.587647503,1.670422584,0.87536035,2.041615044,0.267797231,0.522345205,0.734595954,1.525616589,3.845590342,1.423941879,3.023791469,
11055,20.26535416,85.83712006,Bhubaneshwar,2,Yes,2.350161551,1.351666581,1.168492529,0.479712955,0.386578684,0.222920604,0.578972544,1.698559355,5.226598197,1.545352198,1.607452521,
11057,20.26848221,85.84237671,Bhubaneshwar,2,Yes,2.382814972,0.95380874,1.035457105,0.36620635,0.225465907,0.633044036,0.326411351,1.331960031,5.265274621,1.662166558,1.695773992,
11058,28.64585876,77.18880463,Delhi,1,Yes,3.694838544,1.746955698,0.786787901,2.116729599,0.309555649,0.486193959,0.805450961,1.545129308,3.945839584,1.330048575,3.075399611,
11059,20.25925064,85.83198547,Bhubaneshwar,2,Yes,2.025648326,2.083247196,1.36509676,0.812147139,0.473296212,0.707646671,1.19971824,2.238453895,5.344817781,1.937949332,1.800981385,
11060,11.00697899,76.95166779,Coimbatore,2,Yes,1.52031396,1.474503201,0.908650719,0.321837218,0.316945042,0.598105012,0.720854985,0.860365376,1.724385607,0.494739803,1.681370241,
11061,28.58330345,77.2441864,Delhi,1,Yes,2.621457735,1.671910833,1.826212438,1.732460319,1.198009455,1.000010838,0.737434735,1.155073788,2.040212946,1.459616742,4.579824181,
11063,12.97928524,77.57479095,Bangalore,1,Yes,2.139284492,1.736895233,2.287285287,2.508467035,0.724440704,0.814525306,0.995767698,0.974731035,2.383824855,2.209975163,1.33116702,
11064,20.28829384,85.81179047,Bhubaneshwar,2,Yes,1.844536842,1.80166817,1.466544042,1.403912345,0.479219342,0.608828722,1.62616982,2.543470661,5.87214451,1.188444754,1.234894874,
11065,13.43043995,74.74299622,Udupi,3,No,6.737908086,4.557942865,3.134655009,4.908434226,0,0.622071739,1.468845995,5.758494781,5.512306151,3.978498007,5.611144126,
11066,20.26830101,85.84340668,Bhubaneshwar,2,Yes,2.382526026,0.957441216,1.071072845,0.382422051,0.296645268,0.684271701,0.390128563,1.333400131,5.290885559,1.667624792,1.715976607,
11067,13.3551693,74.79354858,Manipal,3,No,3.134507138,0.199719989,1.188585586,0.403241314,0.256229615,0.543902642,1.252952466,3.318736263,3.2273237,0.835378878,1.742955389,
11068,20.27075577,85.84207916,Bhubaneshwar,2,Yes,2.433138085,0.93063564,0.867959195,0.410889561,0.148850785,0.517463304,0.43555868,1.136877301,5.2832126,1.543008252,1.708506053,
11069,20.26070976,85.83071136,Bhubaneshwar,2,Yes,2.182853194,2.03372236,1.238494067,0.880255395,0.557436055,0.663291449,1.142632768,2.213473114,5.295759075,2.0964874,1.793880162,
11070,20.29018784,85.81760406,Bhubaneshwar,2,Yes,2.041997795,1.284047945,1.161193175,1.134375428,0.726078877,0.380074291,1.216844191,2.018387521,5.724432158,0.890469265,1.303206558,
11071,12.98603058,77.73640442,Bangalore,1,Yes,12.48046277,2.321816799,0.888366931,1.637031455,0.580902975,0.752415274,0.962420326,1.967563473,3.325295565,2.275249757,4.337719707,
11072,17.43553162,78.48831177,Hyderabad,1,Yes,3.357389962,2.162316044,1.657164987,0.627496101,0.504995746,0.51779841,0.773380286,1.998999785,2.946080974,1.461447333,2.208014712,
11073,20.2617321,85.84371948,Bhubaneshwar,2,Yes,2.129138125,1.469480732,1.636351883,0.765850003,0.783607179,0.590782517,0.961268977,1.8174478,5.414684505,1.70342332,1.823583955,
11074,20.27394295,85.84272003,Bhubaneshwar,2,Yes,2.414428676,0.981535302,0.786855541,0.456575292,0.216543049,0.292602721,0.456273762,0.905041419,5.33644794,1.295600187,1.756001383,
11075,17.40267181,78.46059418,Hyderabad,1,Yes,1.51122141,1.202575019,0.935464516,1.554259933,0.941052071,1.235290811,1.519474721,1.575134323,2.381035662,1.803223816,1.469053515,
11077,20.30294228,85.85630798,Bhubaneshwar,2,Yes,3.676127864,2.340603975,2.216655682,2.873089028,1.082274286,0.879543855,1.512635788,2.541059956,5.940366865,2.020940057,1.453854134,
11079,20.27787971,85.8355484,Bhubaneshwar,2,Yes,2.049663901,1.141477482,0.757455354,0.668156576,0.914354378,0.643151297,0.61285312,1.047741213,5.290704551,1.413133994,1.739051695,
11081,13.34405708,74.74963379,Udupi,3,No,0.885751047,1.285441439,0.655524881,0.515652655,0.318457619,0.219618236,0.481489579,1.510633043,2.504523732,2.676203608,0.71450702,
11082,17.38997078,78.49373627,Hyderabad,1,Yes,2.019321446,2.006389152,1.062922504,1.486453713,0.905127688,0.584234567,0.996237671,0.695780311,2.465062917,1.390795171,2.331773796,
11084,17.42085457,78.45707703,Hyderabad,1,Yes,2.242048447,0.847294092,1.057432895,0.941529561,0.58226955,0.777157211,1.070659603,1.475232749,2.001115897,1.269458703,1.798713139,
11086,17.44111252,78.48566437,Hyderabad,1,Yes,3.451083393,1.998612992,1.325345315,0.465557266,0.320077478,0.416619076,1.17069308,0.990307462,2.91723449,1.262967358,2.745827379,
11087,19.8053894,85.83565521,Puri,3,No,0.655874168,0,0.860979789,0.742589606,0.370785032,0.787196049,1.119735337,1.67291609,5.574919908,2.978439512,1.242519663,
11088,17.44057083,78.48835754,Hyderabad,1,Yes,3.527888533,1.977794786,1.22989502,0.389546292,0.460726438,0.165754779,0.991696727,0.840589692,3.057331385,1.280234153,2.61454407,
11089,16.51347351,80.62812805,Vijayawada,2,Yes,1.181429829,1.034016265,0.609896098,1.204406856,0.342536802,0.217493814,0.799650713,0.2585733,1.711328161,1.977446521,1.366309065,
11091,17.38275528,78.48480225,Hyderabad,1,Yes,1.416756219,2.297249481,1.228232504,1.934277793,0.329470482,0.307062435,0.524966424,0.992090435,2.8173062,1.598625844,2.709121514,
11093,17.43869209,78.48880768,Hyderabad,1,Yes,3.474709221,2.043166007,1.372724883,0.44672946,0.496204667,0.217988445,0.904578553,0.77303149,3.038694317,1.302739142,2.443536516,
11094,19.80372429,85.8449173,Puri,3,No,1.314933796,0,1.573247886,0.122961726,1.216224199,1.72994604,1.375669384,2.209365224,5.903306648,2.603046798,1.692903711,
11095,16.51284981,80.62306213,Vijayawada,2,Yes,1.1005047,1.068327038,0.919315205,1.352284591,0.414174146,0.496763879,0.510335476,0.306182667,1.662493217,2.420024601,1.725071352,
11096,19.80978775,85.84046173,Puri,3,No,0.72641147,0,0.965268705,0.831457335,0.866294043,1.179240048,0.5830386,1.796857553,5.18393332,2.688814733,1.713077573,
11098,16.50025368,80.64814758,Vijayawada,2,Yes,2.488784258,0.626440009,0.521836765,0.339528736,0.62011272,0.141658729,0.707037567,1.542896843,3.397615476,0.393930967,0.646732322,
11099,17.48337364,78.55033112,Hyderabad,1,Yes,10.14393726,0.992842247,1.022705197,0.330762894,0.163847485,0.245904812,0.900462878,0.109388573,2.995227506,0.829495492,2.834516638,
11100,19.79848289,85.83390045,Puri,3,No,0.954679462,0,1.181789156,0.695938985,0.654320777,1.241055646,1.903565657,2.019740684,4.362492726,3.438311916,1.017781531,
11101,17.43861771,78.48843384,Hyderabad,1,Yes,3.457013718,2.048433255,1.370674408,0.450649675,0.493340597,0.243928519,0.918205639,0.799057456,3.014575322,1.292294328,2.445898183,
11102,16.51555252,80.62580109,Vijayawada,2,Yes,1.109001213,1.16028173,0.771827685,1.403403601,0.523761812,0.382351537,0.708132891,0.24657225,1.566629745,2.306475054,1.572873797,
11103,19.81813431,85.83171844,Puri,3,No,1.052265557,0,0.648831724,1.138032177,0.84626381,1.00908464,0.863156922,1.760270966,4.869666163,3.312675938,2.24656826,
11104,17.39333725,78.46078491,Hyderabad,1,Yes,1.68080611,1.768051417,1.164257411,1.891906551,1.308688937,0.997206614,1.185721815,1.506439055,2.132760634,2.222195168,1.909380491,
11105,16.50617027,80.64802551,Vijayawada,2,Yes,2.272501916,0.512764099,0.029558836,0.001195725,0.015571861,0.654802762,0.865649753,1.407596628,2.954393341,0.103738026,0.446008661,
11106,19.8026104,85.84122467,Puri,3,No,1.126972513,0,1.352364936,0.388394451,0.876383318,1.426982656,1.379020718,2.063197944,5.895676137,2.599482194,1.452300897,
11107,17.44206429,78.48582458,Hyderabad,1,Yes,3.499944026,1.982739752,1.320901724,0.464083726,0.316033254,0.439240367,1.191191002,0.999170189,2.959163763,1.279157199,2.85339729,
11108,19.79011345,85.80832672,Puri,3,No,1.217780781,0,2.304100495,1.502854629,1.532091127,2.301928264,0,3.740504244,6.282509029,3.749563466,2.861878206,
11109,16.51320648,80.62088776,Vijayawada,2,Yes,1.028270983,1.211229384,1.047542415,1.48377991,0.483988977,0.696246469,0.479719029,0.536542034,1.588603539,2.647608906,1.826350519,
11110,16.49822426,80.65710449,Vijayawada,2,Yes,2.880991463,0.665293262,0.628751002,0.651508499,0.775841249,0.376772551,0.710947059,1.005625166,3.951100762,0.391635203,0.880754956,
11111,19.99831009,73.78603363,Nashik,2,No,1.518201594,1.522023132,0.760847057,0.865274743,0.400450961,0.518037387,0.630065789,0.687376593,6.03635552,0.914831771,0.719849047,
11112,19.76169586,74.52124786,Shirdi,3,No,4.477497372,5.86012541,4.677332856,4.094556409,0,0,0,0,6.411009658,4.421846237,4.779244243,
11113,16.51128578,80.62015533,Vijayawada,2,Yes,1.091745557,1.285347924,1.109513069,1.466064181,0.526664021,0.744340442,0.512727862,0.624270801,1.717107069,2.649131891,1.896882823,
11114,15.34092331,76.42064667,Hampi,3,No,4.07290407,0,0,3.749749483,0,0,1.820779258,0,9.00768647,0,8.589742288,
11115,18.51423645,73.83334351,Pune,2,No,1.807946491,1.348313889,0.991481537,0.322294341,0.803458434,0.796682728,1.447475257,1.560594446,3.665810842,0.984708733,1.318470267,
11117,18.56591034,73.9185791,Pune,2,No,4.995237894,0.395299813,1.687250163,1.914385702,0.268262405,0.451354613,1.23822662,0.532381263,4.8817701,1.139255235,4.787220089,
11118,13.6270256,79.42938232,Tirupati,2,Yes,1.578320717,0.513403607,1.112954075,0.262431921,0.534576797,0.671250438,0.735915038,0.530899051,6.44150538,1.094587777,2.344445905,
11119,13.62972164,79.419487,Tirupati,2,Yes,1.06456114,1.107992737,0.578424845,0.388454427,0.545851376,0.435547209,0.868132715,0.435005879,7.022930275,0.827414893,1.773313463,
11120,16.70386124,74.23692322,Kolhapur,3,No,1.523298338,0.288741016,0.750330237,0.552298029,0.453831285,0.693067499,0.678759994,0.589697869,3.449675458,0.993265973,0.945096834,
11121,17.67565346,75.3266983,Tirupati,2,Yes,0.511974389,1.189985164,0.502630921,0.447708145,0.33243056,0.310940674,0.2335741,0,6.087758704,2.024702876,0.71196995,
11122,18.96158218,72.82155609,Mumbai,1,Yes,1.312745874,1.827305133,1.052222184,2.942625484,0.970544915,1.112214013,0.712050218,0.426491642,1.383225657,1.46008793,1.452060933,
11123,16.70716858,74.24868774,Kolhapur,3,No,1.974693502,0.797537431,0.848473803,0.736873654,0.733429067,0.524697219,0.928798342,1.491654333,3.151604411,0.796506512,1.002834818,
11125,16.69695663,74.25551605,Kolhapur,3,No,2.321672839,1.207179525,1.08525489,1.104707671,1.15134048,0.808364368,1.036279355,1.987933507,3.032049577,0.92977658,1.20921042,
11126,13.62847424,79.42597961,Tirupati,2,Yes,1.278180004,0.640954534,0.815681282,0.557272479,0.573392605,0.719133889,0.843279795,0.245179367,6.622703766,0.850152733,2.062303207,
11127,26.93017387,75.78812408,Jaipur,2,Yes,3.421326875,1.689893315,1.048762054,1.255587786,0.24405413,0.679510864,0.889606767,1.263060713,1.365852078,2.14274528,1.386352386,
11128,26.49134254,74.55828094,Pushkar,3,No,0.497856888,2.723456365,1.478683668,0.314926577,0.322267075,1.090771452,0.426545185,0,3.453083046,0,8.297227809,
11129,13.63075733,79.42591858,Tirupati,2,Yes,1.191089673,0.707922896,0.609481232,0.59673998,0.560974149,0.687850377,0.858563634,0.140716326,6.63867443,0.834609843,1.906241482,
11130,19.76504517,74.47480011,Shirdi,3,No,0.279323294,1.910812971,0.249825543,0.396221108,0.431150927,0.224475632,0.31812236,0,1.856903352,0.797181397,5.66141434,
11132,18.52277946,73.84464264,Pune,2,No,1.039763088,1.174359838,0.713548098,0.779752408,0.374444546,0.865968335,0.647437527,1.012897772,2.21237312,0.669617105,1.38863656,
11134,32.55581665,76.12541199,Chamba,3,No,0.34068355,0,1.244427611,0.162248647,1.146098054,0.218786651,3.512947425,0.053331008,0,0,1.997576493,
11135,18.5276165,73.87828064,Pune,2,No,1.998641681,1.017528624,1.50750884,1.408010839,0.469066261,0.700453971,0.655495607,1.001915679,0.890891007,1.256720723,1.683605038,
11136,18.75321579,73.4054718,Lonavala,3,No,1.173676698,0.2363077,0.764965329,0.152914961,0.216163861,0.832655216,0.19692127,0.817697325,3.272495989,2.387118868,3.294370819,
11137,18.75318146,73.40348816,Lonavala,3,No,1.282461781,0.147684513,0.853825073,0.112583404,0.263772075,0.949376838,0.335645148,0.93721023,3.331924708,2.452609113,5.1719792,
11138,18.75859642,73.41901398,Lonavala,3,No,1.392901656,1.678811004,1.264009213,1.064923296,1.35501475,1.443991716,1.572393353,1.654004677,3.509600973,2.632023175,4.011308666,
11140,18.51007462,73.87879181,Pune,2,No,1.98705826,1.585352446,2.209929997,3.242706602,0.536777546,0.282964835,0.921960111,1.063102309,2.278196095,1.910545177,2.335112079,
11142,32.22821045,77.18835449,Manali,3,No,1.99739075,2.623487278,1.64399602,1.090735336,1.768931887,1.602552678,0.753414082,0,0,1.352331442,6.378424414,
11143,19.08451653,74.73297119,Ahmednagar,3,No,1.078431713,0,0.564505709,1.06142134,0.628662711,0.444929646,0.794321921,1.252518613,5.844286693,1.54794283,2.477412562,
11144,17.65984344,75.90588379,Solapur,2,No,1.020634277,1.212907945,0.093376772,0.157683173,0.853226493,0.054463977,1.222956456,1.054662348,3.924260223,0.655334576,0.7315794,
11146,32.26665497,77.16658783,Manali,3,No,2.054924104,2.479655027,3.35496092,1.718463306,0,1.973018313,2.708828085,0,0,2.889063474,2.646475602,
11147,23.47503471,72.39128113,Mehsana,3,No,6.075293501,0,4.745843986,1.409951781,0.242160584,0,0,0,5.398070196,0,0,
11148,32.2507019,77.17740631,Manali,3,No,0.774607385,0.775411605,1.389282923,0.288867899,1.280281886,1.010700589,1.784015875,0,0,1.166254728,0.86138258,
11149,18.92886162,73.31339264,Karjat,3,No,12.25911687,0,2.300960426,1.73147496,1.30179712,0,2.004697092,5.222044833,6.492767549,0,2.259525895,
11150,32.23987961,77.18872833,Manali,3,No,0.807763914,2.224041032,0.434899504,0.040862702,0.476717095,0.789322728,0.685524872,0,0,0.952043332,1.121594035,
11151,17.66732597,75.89759827,Solapur,2,No,1.177220578,1.428749561,0.711660955,0.340149941,0.36153615,0.553373473,0.77209254,1.070611119,4.018068983,1.244216764,1.036549187,
11152,18.52270508,73.86839294,Pune,2,No,1.523486396,0.808059463,1.784406607,2.228547018,0.632531134,0.678640172,1.021899471,0.994338104,1.073843167,1.740464443,1.300295319,
11153,32.2429924,77.18775177,Manali,3,No,0.541048354,2.133963676,0.330705371,0.314208622,0.258008606,0.590648578,0.897462751,0,0,0.877821739,0.765677941,
11154,32.24380493,77.1880188,Manali,3,No,0.505496216,2.115252153,0.301258247,0.32836323,0.212859127,0.555132494,0.951224092,0,0,0.831044011,0.681701011,
11156,19.07801628,73.00354767,Mumbai,1,Yes,16.53851099,0.38560347,0.598541006,0.608433009,0.429863155,0.497452036,0.452515901,1.220739154,2.37145926,0.657555038,0.881377242,
11157,32.23963165,77.18871307,Manali,3,No,0.830043844,2.2314991,0.44608721,0.038768817,0.504153149,0.815275692,0.679777393,0,0,0.958846941,1.148346202,
11159,10.96113396,78.08267212,Karur,3,No,0.981813608,2.995694992,0.445306847,0.298978479,0.431161743,0.456226379,0.511163397,0.630405163,4.192480115,1.124929773,0.689831094,
11160,18.52054214,73.84057617,Pune,2,No,1.239717925,1.231620769,0.855674819,0.686354798,0.362110714,0.828479822,0.787673622,1.05431319,2.683775903,0.353259039,1.31364959,
11161,32.23410034,77.19309235,Manali,3,No,1.516659585,2.46312633,1.093941005,0.654855353,1.168213415,1.221274743,0.683423693,0,0,1.246198458,1.850259259,
11162,17.27383423,74.18041992,Karad,3,No,2.797672261,3.015479209,0.342245048,0.33764184,0.15484042,0.71682785,1.555118665,1.150359623,5.564997132,1.45018415,1.435604039,
11163,32.23428345,77.18671417,Manali,3,No,1.333478163,2.407991712,0.986660681,0.521204404,1.122106187,1.134582665,0.673022058,0,0,1.087586894,1.722221553,
11164,19.06814194,73.01040649,Mumbai,1,Yes,14.63581947,0.919576878,1.037228695,0.610014187,0.720710519,0.681012273,0.715224449,1.158297177,1.134274706,0.976795253,1.359624302,
11165,32.23962784,77.18871307,Manali,3,No,0.830394875,2.2316159,0.446270377,0.039107782,0.504572591,0.815678203,0.679701818,0,0,0.958965551,1.148762102,
11166,15.54131699,73.76283264,Goa,2,Yes,3.896969642,0.674402909,0.355513384,0.469597276,0.342100047,0.209626208,1.245286096,0,8.930018097,0.413080308,2.792117804,
11167,19.11955833,72.89050293,Mumbai,1,Yes,7.687762597,1.968253647,2.29487324,1.928964426,0.585015295,0.623337895,1.073425673,3.279804119,4.482943843,1.876867239,2.533447358,
11168,15.51616955,73.7694931,Goa,2,Yes,4.039604288,0.842928664,0.36111431,0.754849973,0.280640001,0.381098022,1.411954613,0,6.856014182,1.685355306,4.602905948,
11171,15.54373264,73.76099396,Goa,2,Yes,3.976232007,0.686829985,0.531652448,0.446960389,0.197646648,0.24224585,1.356283786,0,9.251368552,0.531420202,2.646444013,
11172,18.9642086,72.81830597,Mumbai,1,Yes,1.463357698,1.733707422,1.014301533,2.467347418,0.773151948,0.804779384,0.874590007,0.650447335,1.747326275,1.150318506,1.515139861,
11173,19.09802818,72.82704926,Mumbai,1,Yes,4.319437919,2.385039922,1.822857646,1.581512649,0.956481941,0.765651753,1.335098901,2.748935218,2.50020119,1.223255323,3.515639439,
