hid,lat,lng
52206,16.50880241,80.61495972
52208,26.26697731,72.96590424
52210,16.51316643,80.62839508
52214,24.49112511,86.68880463
52216,20.90980148,70.36855316
52218,24.49182129,86.69468689
52220,24.49404144,86.69470978
52222,20.58209229,75.72289276
52226,15.97476387,73.49845123
52228,8.933914185,77.27804565
52230,16.70457268,74.24327087
52232,18.97847748,73.26779938
52234,19.08525467,74.73074341
52236,19.0247364,72.84177399
52238,16.03723907,73.48521423
52240,28.43844795,77.04071045
52242,17.75678825,73.19119263
52246,21.16884995,70.59780121
52248,21.71197128,72.58933258
52244,16.76416969,74.27527618
52250,16.70485687,74.24154663
52252,17.39239502,78.46778107
52254,24.49113274,86.68880463
52256,26.93529892,75.79411316
52258,26.73143768,72.86880493
52260,26.27604485,73.00112915
52262,31.63962936,74.89087677
52264,17.44524384,78.47041321
52266,23.2592392,68.82897949
52268,31.42756844,78.2716217
52270,23.23807716,69.66517639
52272,26.3058548,73.05815125
52274,17.40636444,78.46322632
52276,23.8361454,73.01165009
52278,23.94281387,76.10009766
52280,14.69416237,77.59919739
52282,26.53839493,74.60271454
52284,17.2604351,78.38665771
52286,22.72302818,71.65287781
52288,13.33724785,75.76898193
52290,26.27931595,73.03207397
52292,25.22382545,75.88063049
52294,17.40556526,78.46350861
52296,12.55883789,75.86720276
52298,23.19007492,71.79985046
52300,20.88442993,76.20042419
52302,12.24081707,75.65459442
52304,11.02142525,76.95922852
52306,12.72001743,77.81999969
52322,9.919102669,78.11183167
52308,18.91922569,73.32772064
52310,12.42446232,75.73809814
52312,23.34834862,69.26567078
52314,17.39068985,78.46328735
52316,19.83701897,73.55714417
52318,18.7199192,74.60266113
52320,15.5831728,73.74034882
52324,15.55190277,73.80583954
52326,26.74488068,83.36558533
52328,20.71629715,70.98413849
52330,17.38374519,78.47423553
52332,21.1999588,72.84329987
52334,17.39159012,78.46595764
52336,30.10770226,78.28798676
52338,22.45136642,70.02622223
52340,24.80311203,85.00273132
52342,11.24545097,75.78538513
52344,17.39023972,78.49025726
52346,11.26117706,75.78668213
52348,23.08338165,68.80492401
52350,23.11071777,70.02940369
52352,23.35374451,85.33494568
52354,16.28451347,80.45761871
52356,26.84817505,80.91770172
52358,23.32931137,86.36122131
52360,25.15910912,75.86794281
52362,23.35512352,86.36048889
52364,26.52398872,88.71679688
52366,19.79813576,85.83261871
52368,23.34945488,85.3263092
52370,21.48958015,70.43426514
52372,26.83423615,80.92402649
52374,24.58848381,73.67834473
52376,20.92805862,77.7512207
52378,23.32943916,86.3611908
52380,23.32853317,86.36843109
52382,11.87551212,75.37330627
52384,24.49105644,86.69477844
52386,12.98827171,80.19519043
52388,23.33151817,86.36728668
52390,12.20160103,75.94649506
52392,22.46219635,70.06451416
52394,22.75439262,75.90367889
52396,30.45851135,78.07372284
52398,30.44124222,78.08659363
52400,20.70249748,70.91197968
52402,25.22448921,75.87406921
52404,30.46092987,78.06246185
52406,24.51319313,75.74732971
52408,22.81086349,70.83058929
52410,20.00854683,73.68305969
52424,21.26438332,72.95196533
52412,13.07217026,80.19178772
52414,13.01990986,80.14333344
52426,24.0849781,75.0534668
52416,12.95024586,80.13889313
52418,12.95704079,80.14413452
52428,25.44671631,81.87433624
52430,23.35978699,69.25157928
52432,18.51975441,73.84558868
52434,23.39442444,85.33163452
52436,17.42034149,78.54026031
52420,12.92238522,80.14260101
52438,26.75712585,83.36586761
52440,29.26610756,79.54404449
52442,23.32853508,86.36808777
52444,10.29480457,76.47994995
52446,21.17064285,70.5963974
52448,10.22466755,77.47332764
52452,18.16827202,72.9901886
52454,17.37625122,78.47515106
52456,23.35025215,85.32685089
52458,30.45875549,78.07229614
52460,17.46325684,78.4548645
52462,22.80308533,73.22100067
52464,16.70138359,74.23775482
52466,26.57078934,93.00256348
52470,17.45169067,78.39141846
52468,30.11293411,78.29493713
52474,20.71828079,70.98339844
52476,23.53065109,85.45819092
52478,10.68396854,79.84766388
52480,17.38363838,78.46696472
52450,15.45730591,73.81452942
52482,20.86743355,77.72569275
52484,20.01881981,73.63890839
52486,17.49447823,78.31895447
52488,10.68012428,79.85174561
52490,20.88821793,70.40600586
52492,23.26168251,68.8301239
52494,25.43525124,81.87979889
52496,25.34145355,82.98157501
52498,21.63828468,69.61251831
52500,30.13149261,78.32391357
52502,25.21816444,75.87575531
52504,23.28145218,86.38835144
52506,28.4919014,77.09179688
52508,21.33030891,83.61356354
52510,16.69133186,74.24486542
52512,12.58917332,78.63770294
52514,14.67053604,77.58982086
52516,20.89570236,70.40798187
52518,8.488839149,76.94904327
52520,10.9533453,79.38905334
52522,8.490714073,76.95154572
52524,17.41310883,78.49295044
52526,19.150383,74.69273376
52528,18.5606823,73.52112579
52530,27.15786934,77.9955368
52532,18.9889431,73.2713089
52534,23.34619331,85.30672455
52536,27.22888374,78.01309967
52538,34.06985474,74.80347443
52422,13.15215969,80.29663849
52540,30.45552826,78.07840729
52542,29.34374237,79.48409271
52544,17.43329811,78.4489975
52546,20.71739578,70.98101807
52548,25.22291565,75.88043976
52550,25.44653702,81.84011078
52552,27.17862892,78.01501465
52554,25.22289848,75.88027954
52556,17.39147186,78.46546173
52558,29.92700386,73.87254333
52560,24.49328613,86.69461823
52562,25.3106308,83.01035309
52564,26.21350861,78.17684174
52566,17.34853172,78.55229187
52570,15.86633205,74.51964569
52568,23.02056694,72.67224884
52572,28.47722816,77.0669632
52574,9.968129158,76.29033661
52576,28.53753281,77.24089813
52578,8.382780075,76.9818573
52580,19.61354446,72.73193359
52582,28.46799278,77.09392548
52584,10.11643314,76.49961853
52586,22.57000923,70.4200058
52590,17.44337463,78.38220978
52588,12.4777832,75.95883942
52592,12.92444897,79.13814545
52594,22.92436028,72.44255066
52596,22.46651459,70.07711029
52598,17.44536209,78.38839722
52600,27.21277046,77.95133209
52602,23.19735527,86.04595947
52606,22.47185326,70.07006073
52604,23.05775833,72.59294891
52608,27.21274185,77.95121765
52610,22.99919701,72.66197968
52612,27.21273422,77.95121765
52614,16.49901962,80.64484406
52616,23.11360931,72.6738205
52618,22.4665184,70.07711029
52620,27.16766548,78.01596832
59390,34.16590118,77.58339691
54582,34.16175842,77.57569122
54596,34.16172791,77.57582092
54610,34.16060638,77.58178711
54604,34.16122437,77.58343506
54864,34.57344055,77.50182343
54982,34.61964798,77.45613098
55728,0,0
56062,34.15607452,77.58417511
56066,34.15613937,77.5840683
56072,34.1689415,77.58859253
56080,34.17647171,77.58442688
56084,34.17644119,77.58444214
56100,34.63011932,77.61447144
56120,34.16252518,77.57996368
67416,34.17544556,77.58499146
56838,34.34116745,77.47790527
56922,34.16563034,77.58379364
56930,34.76937866,77.74520874
56966,34.16135788,77.57491302
57094,34.17069244,77.58241272
57136,34.1623497,77.57949066
57228,34.17068863,77.58241272
57232,34.1660614,77.58338928
57238,26.80813789,70.33779144
57950,34.59380341,77.4644165
58588,34.16082764,77.57680511
58590,34.6241684,77.62094116
58724,34.16082764,77.57681274
58722,34.1689949,77.58079529
58754,34.16584778,77.57894135
58874,34.1518364,77.57171631
58888,34.16589737,77.58340454
59332,34.1715126,77.58007813
59348,34.1715126,77.58007813
59354,34.16855621,77.57675934
59366,34.57697296,77.49736023
59370,34.59930038,77.46311951
60560,21.94498634,88.8957901
60850,33.90737152,78.45925903
61060,34.1608696,77.57681274
61764,34.16753769,77.5864563
61788,34.17545319,77.59326172
61890,34.16308975,77.58092499
61918,34.17393112,77.57837677
61926,34.17643738,77.59117889
62310,34.30493164,77.47019196
63298,0,0
64228,34.16846848,77.58346558
64290,34.31848526,77.46417236
64310,34.12473679,77.61401367
64326,34.11471176,77.55245209
64328,34.15099716,77.56465149
64356,34.16897202,77.58003235
64400,34.1645813,77.57762146
64584,34.09548187,77.59477997
64674,34.17553711,77.58615875
64716,34.17381668,77.57535553
64712,34.17381668,77.57535553
64710,34.17381668,77.57535553
64748,34.16267014,77.57932281
64758,34.16267014,77.57932281
64812,34.1659317,77.57714081
64932,34.16609192,77.57663727
64988,34.16969681,77.58385468
64990,34.78853607,77.54312134
65024,34.15823364,77.56962585
65036,34.11159134,77.55892944
65306,32.24090958,32.24090958
65554,73.27064514,18.98888779
65876,34.16406631,77.58260345
66066,18.54336739,73.90091705
66068,16.20001793,77.37000275
66070,28.64116669,77.21347046
66072,28.45064735,77.01795197
66074,29.39529991,79.4597702
66078,20.00467682,73.80395508
66076,28.64116669,77.21347046
66082,22.56229591,88.3678894
66084,18.56654549,73.77127838
66086,28.64583206,77.21595764
66090,10.59943581,76.03661346
66092,17.33691216,78.57125092
66094,18.5445118,73.90490723
65488,24.62941742,74.67357635
66098,17.43296051,78.5067749
66096,17.72864723,83.3122406
66100,18.51938248,73.93066406
66102,28.46550179,77.5092392
66106,17.39250946,78.46948242
66108,29.38010216,79.46321869
66112,28.5842514,77.33313751
66114,30.13187027,78.3861618
66120,10.93684101,79.39723969
66104,26.88795662,88.18726349
66118,28.6411171,77.32578278
66122,30.11480713,78.37840271
66124,28.59886932,77.33363342
66126,28.55229759,77.35971832
66128,28.54758644,77.32344055
66130,28.59373093,77.33863831
66134,28.64831161,77.19286346
66132,10.60064793,76.04109192
66136,22.29650307,70.79860687
66138,23.72517014,81.02301788
66140,27.30238342,88.6102066
66142,27.30189514,88.60966492
66144,12.12685871,78.15759277
66146,12.44261074,75.6916275
66148,30.11132813,78.28748322
66150,28.44776154,77.05316925
66152,28.64234161,77.21715546
66154,23.16831589,75.77394104
66156,10.59455299,76.04162598
66158,19.09651566,74.73956299
66160,28.65865898,77.43884277
66162,20.45929146,85.88232422
66164,21.63569641,87.56739807
66166,16.74915123,77.9934845
66168,28.45521927,77.50448608
66172,10.86311531,76.18417358
66170,28.64512253,77.37120819
66174,28.57859993,77.36068726
66176,11.52186775,76.02468109
66178,28.64621353,77.20935059
66180,30.12008095,78.2922821
66182,32.23967743,77.18870544
66184,12.14220238,78.16214752
66186,11.40490055,76.70101929
66188,20.99999428,83.07000732
66190,28.58212471,77.32670593
66192,25.30870056,83.00849915
66194,30.1225605,78.32015991
66196,28.66084671,77.32518768
66198,19.20758057,73.86681366
66200,22.22535706,84.83853912
66202,28.57086945,77.32610321
66204,28.54302979,77.38571167
66206,10.6815052,76.64976501
66208,26.60200691,92.91758728
66212,11.55297279,76.61817169
66210,28.45547676,77.50572968
66214,30.06930351,78.45166779
66216,21.44060516,87.01557922
66218,28.46474457,77.02980042
66220,26.83422852,80.92115021
66222,10.62231064,76.19874573
66226,10.53540516,76.6936264
66224,11.53572559,76.02758789
66228,23.38301849,69.62145996
66230,26.17951393,91.75104523
66232,24.86429024,92.37094879
66234,30.11133575,78.28748322
74340,21.25032043,81.63531494
66236,30.06748962,78.40834045
66238,29.21042061,78.96189117
66240,28.57831192,77.32089996
66242,22.29008865,70.80400848
66246,28.60293388,77.34396362
66248,22.56931305,88.37005615
66250,29.36199951,79.58987427
66252,28.48938751,77.01092529
66254,22.5696106,88.3702774
66256,29.39715195,79.12684631
66258,17.71369171,83.29989624
66260,17.71402359,83.29728699
66262,22.45558548,88.3839798
66264,17.71522331,83.324646
66268,19.18725586,72.84075165
66270,11.40347862,76.69529724
66272,26.91611671,75.79580688
66274,17.73848534,83.30757904
66276,26.92176819,75.8004837
66278,15.58104038,73.75336456
66280,26.16319847,91.77010345
66282,10.59965706,76.036026
66284,15.54948711,73.75968933
66286,32.23616791,76.32693481
66288,26.92197609,75.79164886
66290,15.53632545,73.76454163
66294,10.80583763,76.19021606
66296,11.39861202,76.72190094
66292,15.53500271,73.76419067
66298,26.17968941,91.75215149
66304,26.17901421,91.75067139
66306,16.75173569,78.00709534
66308,26.13544846,91.81015015
66310,26.91259193,70.91271973
66312,17.13661003,73.26979065
66314,32.24255753,76.32128143
66316,26.18107033,91.75202179
66318,32.24255753,76.32128143
66320,24.57537842,73.68848419
66322,10.7742424,76.65527344
66324,26.45389748,74.63500977
66326,24.57525063,73.69556427
66328,28.64125252,77.24075317
66330,19.09389496,82.02248383
66334,26.91177559,70.91171265
66332,26.45389748,74.63500977
66336,27.16159058,78.05847931
66338,32.23972321,77.18851471
66340,32.21417236,76.33457947
66342,32.23431778,76.32520294
66344,26.91636848,70.90983582
66346,32.7293663,74.86789703
66350,23.99336433,85.36413574
66348,26.91174316,70.91326904
66356,28.57860565,77.31645966
66358,26.91226196,70.91098022
66360,34.01058578,75.3119278
66362,32.24256897,76.32128143
66366,26.29898453,74.73551941
66354,24.49113274,86.69480896
66368,18.98709679,73.12011719
66370,30.22845078,74.93962097
66372,26.45734024,74.64591217
66374,26.83066368,70.53430939
66376,32.70410538,74.8764267
66378,30.90190315,76.98087311
66380,28.58329201,77.23960114
66382,26.91785622,70.9085083
66384,29.95820618,78.17531586
66364,26.91809845,70.90901184
66352,26.91162872,70.91072845
66386,28.5414772,77.28334808
66388,28.56164551,77.20662689
66390,21.9375267,86.72532654
66392,26.9192543,70.9093399
66394,26.91258049,70.9127121
66396,26.9192543,70.9093399
66404,22.46673965,70.06708527
66402,21.93807411,86.74667358
66406,28.87519455,76.64514923
66408,25.28137589,82.99803925
66410,27.03952217,88.28018188
66412,26.85638809,70.55290222
66414,29.72072029,76.98283386
66416,27.01240349,71.92121887
66420,32.04393387,76.70863342
66400,28.58912468,77.25684357
66422,24.59619141,73.69371033
66424,30.19692039,78.80421448
66426,28.47242165,77.02002716
66428,18.56998444,73.14683533
66430,26.91032028,70.91458893
66418,29.95261955,78.16539001
66432,30.59941292,77.43562317
66434,28.56142044,77.20681763
66436,28.64624405,77.21387482
66438,24.57539558,73.69924927
66440,25.92821693,74.65325928
66444,32.99488449,74.93516541
66446,25.12014961,73.85900879
66442,29.96289825,77.54367065
66448,29.38910294,79.11824799
66450,26.91574669,70.90834808
66452,28.70238876,77.22809601
66454,10.694314,76.86780548
66458,24.5776844,73.7000885
66456,28.69857407,77.13404846
66460,32.7386055,74.86528778
66462,19.11944199,72.88409424
66464,21.34668732,83.63204193
66466,28.64215088,77.21403503
66468,17.71606636,83.3000946
66470,28.38587189,77.29912567
66472,32.23941803,77.18856812
66474,34.76869202,77.743927
66476,28.57747078,77.3223877
66478,31.64273834,74.85689545
66480,21.51340675,70.4618988
66482,28.64596558,77.18454742
66484,29.51450729,75.447052
66486,28.64399719,77.21760559
66488,33.59631729,76.16821289
66490,28.44594955,77.02088165
66494,28.64919662,77.18947601
66498,14.99125481,75.21711731
66500,22.58372307,88.37314606
66502,32.24654007,76.33261871
66504,32.72661591,74.85702515
66506,28.57152176,77.2195816
66508,33.34124374,75.69062805
66510,17.71478081,83.32270813
66512,22.57036591,88.36883545
66514,26.89718628,70.59929657
66516,24.59166336,73.67305756
66518,22.48580551,70.06073761
66520,26.9121685,70.91307068
66522,13.33892059,74.78981018
66526,9.505754471,76.36504364
66528,31.10300255,77.17121124
66530,28.64583206,77.21598053
66532,15.55655193,73.75546265
66534,17.71082115,83.31650543
66536,31.11351395,77.10715485
66538,18.54525757,73.90558624
66542,27.0292263,88.25704956
66544,15.51305199,73.76977539
66550,17.71719742,83.31960297
66548,28.64460373,77.21134949
66546,25.31082535,82.99002075
66552,15.39570713,73.90575409
66540,31.08418274,77.13809967
66554,11.26055241,75.77735138
66556,28.43865013,77.03996277
66558,32.73530197,74.83042908
66560,18.53643036,73.89984131
66562,15.55627728,73.75296783
66566,17.74676132,83.26407623
66564,24.57516289,73.70001984
66568,28.64507484,77.21741486
66570,33.12598801,75.25734711
66572,18.55120277,73.95122528
66574,15.52891827,73.76419067
66578,27.03951836,88.27967072
66576,28.64152336,77.36148071
66580,16.98056984,82.24266052
66582,17.32670975,78.58525085
66584,31.04055405,77.16002655
66586,26.91251183,70.91544342
66588,32.73058701,74.85801697
66590,30.11649323,78.31273651
66592,21.30609894,77.52754974
66594,26.90193367,70.94594574
66596,32.73123932,74.86367798
66598,26.92205238,70.92305756
66600,31.62067986,74.87861633
66602,32.30382156,77.12551117
66604,17.93794823,73.89719391
66610,32.73445511,74.86893463
66606,30.72335815,76.74339294
66608,28.58241081,77.326828
66614,30.91519356,75.84926605
66616,30.77371979,76.7952652
66618,30.70789528,76.70821381
66620,32.20183563,77.20463562
66612,30.77371979,76.7952652
66622,17.70772934,74.00063324
66624,28.4747448,77.10490417
66626,28.45111847,77.03257751
66628,30.73376656,76.76911926
66630,18.53120613,73.87571716
66632,32.74646378,74.87278748
66634,32.11131287,77.16357422
66636,26.79606247,70.33605957
66638,31.63321495,74.87263489
66640,11.50596523,76.49189758
66642,11.53121376,76.49762726
66646,12.81487656,79.95973969
66644,29.32441711,76.35079956
66792,31.63001823,74.88521576
66648,17.84579659,73.67575073
66652,28.4747467,77.10490417
66650,30.69957542,76.7903595
66654,26.91215324,70.91036987
66656,11.25339508,75.77867126
66660,31.61903191,74.8841095
66662,32.73844147,74.86532593
66664,23.11711502,75.79845428
66658,12.87121677,79.72444153
66666,17.9244175,73.77404785
66668,32.20948029,77.20104218
66670,32.22102356,77.19994354
66672,31.62621689,74.88092041
66674,17.8962326,74.97931671
66678,28.45891953,77.01977539
66676,30.72057152,76.75835419
66680,11.49783802,76.49506378
66682,26.4507103,80.30635834
66684,12.52643871,78.19634247
66688,11.26154995,75.78669739
66686,18.55701447,73.12792969
66692,31.10171509,77.15830994
66694,28.44016457,77.04182434
66690,11.53583908,76.4911499
66696,32.73860168,74.86530304
66698,31.62150764,74.8753891
66700,30.71693993,76.72499847
66702,28.46344376,77.07675934
66704,32.2301712,77.18721771
66708,26.27894783,72.99965668
66710,28.44350433,77.07348633
66714,19.19253349,72.97568512
66712,18.56209373,73.92779541
66716,18.18764496,76.04212952
66718,30.69232368,76.73421478
